observableId	preequilibrationConditionId	simulationConditionId	simulation	time	observableParameters	noiseParameters
observable_CIS_abs		model1_data2	24.6100368089178	120		sd_CIS_abs
observable_CIS_abs		model1_data2	24.6100368089178	120		sd_CIS_abs
observable_CIS_abs		model1_data2	24.6100368089178	120		sd_CIS_abs
observable_CIS_au		model1_data1	0.026460000624875	0	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.026460011098123	5	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.026468391954128	10	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.028381648231631	20	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.110934943430483	40	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.369258660893995	60	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.66113100484716	80	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.86208665035906	100	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.982892091771063	140	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.964997211959899	160	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.927293471735879	180	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.839176470923316	220	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data1	0.799519449769131	240	offset_CIS_long;scale_CIS_long	sd_CIS_au
observable_CIS_au		model1_data11	0.090496783977034	0	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data11	0.090507603024767	10	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data11	0.532471591291733	60	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data11	1.29295199252892	120	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data12	0.090496783977034	0	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data12	0.090496819544604	10	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data12	0.096760735096562	60	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data12	0.128474306282457	120	offset_CIS_socs3oe;scale_CIS_socs3oe	sd_CIS_au
observable_CIS_au		model1_data13	0.058794513920898	0	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data13	0.058794546937293	5	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data13	0.058820967172007	10	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data13	0.126816485371968	30	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data13	1.13945036315535	60	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data14	0.058794513920898	0	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data14	0.058794545654556	5	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data14	0.058816471413794	10	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data14	0.107554388095267	30	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data14	0.816662857353809	60	offset_CIS_shp1oe;scale_CIS_shp1oe	sd_CIS_au
observable_CIS_au		model1_data4	0.009388328725334	0	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.009388338014473	5	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.009395771328995	10	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.028526262723356	30	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.313430094584789	60	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.673873623921525	90	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.836576607546171	120	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.852950627363322	150	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data4	0.808373362934245	180	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	0	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	5	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	10	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	30	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	60	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	90	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	120	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	150	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data5	0.009388328725334	180	offset_CIS_actd;scale_CIS_actd	sd_CIS_au
observable_CIS_au		model1_data7	0.030012199168981	0	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data7	0.030012900448892	10	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data7	0.058660558314049	60	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data7	0.107954079375019	120	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data8	0.75695294226381	0	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data8	0.756953073619823	10	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data8	0.765300171325534	60	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au		model1_data8	0.796133921459417	120	offset_CIS_cisoe;scale_CIS_cisoe	sd_CIS_au
observable_CIS_au1		model1_data38	0.802147926093525	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data38	0.802147926093525	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data38	0.802147926093525	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data39	1.09420750206768	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data39	1.09420750206768	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data39	1.09420750206768	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data40	0.954870799748749	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data40	0.954870799748749	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data40	0.954870799748749	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data41	0.309689370009139	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data41	0.309689370009139	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data41	0.309689370009139	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data42	0.052374525923149	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data42	0.052374525923149	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au1		model1_data42	0.052374525923149	90	scale1_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data38	0.736262014547714	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data38	0.736262014547714	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data38	0.736262014547714	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data39	1.00433273414914	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data39	1.00433273414914	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data39	1.00433273414914	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data40	0.876440710979076	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data40	0.876440710979076	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data40	0.876440710979076	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data41	0.28425245771982	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data41	0.28425245771982	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data41	0.28425245771982	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data42	0.048072646843274	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data42	0.048072646843274	90	scale2_CIS_dr90	sd_CIS_au
observable_CIS_au2		model1_data42	0.048072646843274	90	scale2_CIS_dr90	sd_CIS_au
observable_CISRNA_foldA		model1_data3	1.03072236357855	15	scale_CISRNA_foldA	sd_RNA_fold
observable_CISRNA_foldA		model1_data3	1.95776932485041	30	scale_CISRNA_foldA	sd_RNA_fold
observable_CISRNA_foldA		model1_data3	5.39674779114483	60	scale_CISRNA_foldA	sd_RNA_fold
observable_CISRNA_foldA		model1_data3	3.55076132752972	120	scale_CISRNA_foldA	sd_RNA_fold
