observableId	preequilibrationConditionId	simulationConditionId	simulation	time	observableParameters	noiseParameters
Ca		model1_data1	0.36429731044238983	0.0294848666192	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.37137392293874094	0.14762089887346	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.38003167436552954	0.312814778251963	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.38909397207461494	0.44561461750483794	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.40247538484445233	0.566227378555111	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5832951731977242	0.699263096740939	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.7856757668221429	0.7246200820334509	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.9809594728145755	0.790626870104966	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.8754757815957	0.840515264424652	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.7164416251988674	0.922325941004058	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.6164426628965002	1.01797484831674	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5698985356540217	1.09094006491039	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5354285669535623	1.16767934443129	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.517487740195692	1.22385784362974	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5008161790902298	1.3026020940807501	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.49387102028750046	1.38740057047757	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.49533540646227536	1.4250232602836699	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5062265055357646	1.5080133315278401	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.49962830631494604	1.63487688430138	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.4887681455436171	1.74353844608201	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5046535184199766	1.84535951880698	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5053855621868439	1.96896007967466	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.4886618142965178	2.0467608143938603	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.4803824426532162	2.13851771931281	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5280192621263601	2.26373011955567	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5149633304997546	2.3338647889538797	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.4906596159481774	2.4017192953335296	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.43473445790838383	2.54812148638673	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.37418633619464337	2.60830992744539	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.36200075288779343	2.68151102297199	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.3690383932856134	2.86172252774854	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.3731848275393341	2.9498233092067	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.386358970129427	3.17520562964387	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.4097505165905023	3.3674862731565396	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.919224083981429	3.5887407122670094	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.7958596563313153	3.64189209849256	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.6152714185357255	3.78259388199938	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5825691207215132	3.83142082112077	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5595166016504138	3.87423284745185	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.5275175230892325	3.95344885576877	0.300763662073359;0.658073142979721	0.104922918935031
Ca		model1_data1	0.49986958029819806	4.0720566458889405	0.300763662073359;0.658073142979721	0.104922918935031
