parameterId	parameterName	lowerBound	upperBound	nominalValue	estimate	priorParameters
Bacmax_typeIDT1_ExpID1	Bacmax_{typeIDT1,ExpID1}	1e-05	100000	0.690284078913072	true	
Bacmax_typeIDT1_ExpID2	Bacmax_{typeIDT1,ExpID2}	1e-05	100000	0.686559360559314	true	
Bacmax_typeIDT1_ExpID3	Bacmax_{typeIDT1,ExpID3}	1e-05	100000	0.681379272137127	true	
Bacmax_typeIDT1_ExpID4	Bacmax_{typeIDT1,ExpID4}	1e-05	100000	0.689753205882903	true	
Bacmax_typeIDT1_ExpID5	Bacmax_{typeIDT1,ExpID5}	1e-05	100000	0.715029075759644	true	
Bacmax_typeIDT1_ExpID6	Bacmax_{typeIDT1,ExpID6}	1e-05	100000	0.722510272365865	true	
Bacmax_typeIDT3_ExpID1	Bacmax_{typeIDT3,ExpID1}	1e-05	100000	0.858021733557635	true	
Bacmax_typeIDT3_ExpID2	Bacmax_{typeIDT3,ExpID2}	1e-05	100000	0.992966373281161	true	
Bacmax_typeIDT3_ExpID3	Bacmax_{typeIDT3,ExpID3}	1e-05	100000	0.948424949688061	true	
Bacmax_typeIDT3_ExpID4	Bacmax_{typeIDT3,ExpID4}	1e-05	100000	0.850142395850864	true	
Bacmax_typeIDT3_ExpID5	Bacmax_{typeIDT3,ExpID5}	1e-05	100000	0.938152168805454	true	
Bacmax_typeIDT3_ExpID6	Bacmax_{typeIDT3,ExpID6}	1e-05	100000	0.821652094951978	true	
Bacmax_typeIDT5_ExpID1	Bacmax_{typeIDT5,ExpID1}	1e-05	100000	0.815597211556127	true	
Bacmax_typeIDT5_ExpID2	Bacmax_{typeIDT5,ExpID2}	1e-05	100000	0.835041084602459	true	
Bacmax_typeIDT5_ExpID3	Bacmax_{typeIDT5,ExpID3}	1e-05	100000	0.816959394986618	true	
Bacmax_typeIDT5_ExpID4	Bacmax_{typeIDT5,ExpID4}	1e-05	100000	0.821771993968611	true	
Bacmax_typeIDT5_ExpID5	Bacmax_{typeIDT5,ExpID5}	1e-05	100000	0.812982240337939	true	
Bacmax_typeIDT5_ExpID6	Bacmax_{typeIDT5,ExpID6}	1e-05	100000	0.840059251638254	true	
Bacmax_typeIDwt_ExpID4	Bacmax_{typeIDwt,ExpID4}	1e-05	100000	0.627258497884162	true	
beta_typeIDT1_ExpID1	beta_{typeIDT1,ExpID1}	1e-05	100000	0.003681582229086	true	
beta_typeIDT1_ExpID2	beta_{typeIDT1,ExpID2}	1e-05	100000	0.003719534202825	true	
beta_typeIDT1_ExpID3	beta_{typeIDT1,ExpID3}	1e-05	100000	0.003729595354247	true	
beta_typeIDT1_ExpID4	beta_{typeIDT1,ExpID4}	1e-05	100000	0.003721065534692	true	
beta_typeIDT1_ExpID5	beta_{typeIDT1,ExpID5}	1e-05	100000	0.003672433123878	true	
beta_typeIDT1_ExpID6	beta_{typeIDT1,ExpID6}	1e-05	100000	0.003559835717311	true	
beta_typeIDT3_ExpID1	beta_{typeIDT3,ExpID1}	1e-05	100000	0.002183139734286	true	
beta_typeIDT3_ExpID2	beta_{typeIDT3,ExpID2}	1e-05	100000	0.002164162384219	true	
beta_typeIDT3_ExpID3	beta_{typeIDT3,ExpID3}	1e-05	100000	0.002150623215474	true	
beta_typeIDT3_ExpID4	beta_{typeIDT3,ExpID4}	1e-05	100000	0.002221651599144	true	
beta_typeIDT3_ExpID5	beta_{typeIDT3,ExpID5}	1e-05	100000	0.002094505924306	true	
beta_typeIDT3_ExpID6	beta_{typeIDT3,ExpID6}	1e-05	100000	0.002118019861794	true	
beta_typeIDT5_ExpID1	beta_{typeIDT5,ExpID1}	1e-05	100000	0.005596426430683	true	
