observableId	simulationConditionId	simulation	time	datasetId
tumor_num	ctrl_1	22.26055114595074	0	control_1
tumor_num	ctrl_1	77.33904551666109	1	control_1
tumor_num	ctrl_1	246.2554053460344	2	control_1
tumor_num	ctrl_1	624.2195217238929	3	control_1
tumor_num	ctrl_1	1086.5529104939178	4	control_1
tumor_num	ctrl_10	855.2169058814992	0	control_10
tumor_num	ctrl_10	1249.4024178062066	1	control_10
tumor_num	ctrl_10	1432.4405440921562	2	control_10
tumor_num	ctrl_10	1493.0811359890924	3	control_10
tumor_num	ctrl_10	1510.8124351048816	4	control_10
tumor_num	ctrl_2	5.911781803914768	0	control_2
tumor_num	ctrl_2	21.110116763465285	1	control_2
tumor_num	ctrl_2	73.48196417540083	2	control_2
tumor_num	ctrl_2	235.35048196098248	3	control_2
tumor_num	ctrl_2	604.5349678155902	4	control_2
tumor_num	ctrl_3	8.214238638512759	0	control_3
tumor_num	ctrl_3	29.217462401346623	1	control_3
tumor_num	ctrl_3	100.35404329397257	2	control_3
tumor_num	ctrl_3	308.76216747827107	3	control_3
tumor_num	ctrl_3	727.7524368282859	4	control_3
tumor_num	ctrl_4	452.8203255530103	0	control_4
tumor_num	ctrl_4	918.7389662831866	1	control_4
tumor_num	ctrl_4	1285.3968810941685	2	control_4
tumor_num	ctrl_4	1445.3044579516488	3	control_4
tumor_num	ctrl_4	1496.9312782721781	4	control_4
tumor_num	ctrl_5	497.6033635936474	0	control_5
tumor_num	ctrl_5	967.7266508534578	1	control_5
tumor_num	ctrl_5	1311.140500288747	2	control_5
tumor_num	ctrl_5	1454.205097390625	3	control_5
tumor_num	ctrl_5	1499.5664189237318	4	control_5
tumor_num	ctrl_6	227.04595023610926	0	control_6
tumor_num	ctrl_6	589.1886747791158	1	control_6
tumor_num	ctrl_6	1056.2477744139346	2	control_6
tumor_num	ctrl_6	1353.7551080904732	3	control_6
tumor_num	ctrl_6	1468.4178178570428	4	control_6
tumor_num	ctrl_7	855.2169058814992	0	control_7
tumor_num	ctrl_7	1249.4024178062066	1	control_7
tumor_num	ctrl_7	1432.4405440921562	2	control_7
tumor_num	ctrl_7	1493.0811359890924	3	control_7
tumor_num	ctrl_7	1510.8124351048816	4	control_7
tumor_num	ctrl_8	855.2169058814992	0	control_8
tumor_num	ctrl_8	1249.4024178062066	1	control_8
tumor_num	ctrl_8	1432.4405440921562	2	control_8
tumor_num	ctrl_8	1493.0811359890924	3	control_8
tumor_num	ctrl_8	1510.8124351048816	4	control_8
tumor_num	ctrl_9	855.2169058814992	0	control_9
tumor_num	ctrl_9	1249.4024178062066	1	control_9
tumor_num	ctrl_9	1432.4405440921562	2	control_9
tumor_num	ctrl_9	1493.0811359890924	3	control_9
tumor_num	ctrl_9	1510.8124351048816	4	control_9
tumor_num	vvDD_1	293.8725730462032	0	virus_1
tumor_num	vvDD_1	643.2201140149581	1	virus_1
tumor_num	vvDD_1	617.1246632994361	2	virus_1
tumor_num	vvDD_1	390.8686298897414	3	virus_1
tumor_num	vvDD_1	245.23441223674956	4	virus_1
tumor_num	vvDD_10	855.2169058814992	0	virus_10
tumor_num	vvDD_10	1149.500376575116	1	virus_10
tumor_num	vvDD_10	823.0795807548609	2	virus_10
tumor_num	vvDD_10	467.3346925002291	3	virus_10
tumor_num	vvDD_10	280.60325047783573	4	virus_10
tumor_num	vvDD_2	391.82336068697174	0	virus_2
tumor_num	vvDD_2	772.8630871451893	1	virus_2
tumor_num	vvDD_2	682.132147641495	2	virus_2
tumor_num	vvDD_2	416.84508326723596	3	virus_2
tumor_num	vvDD_2	257.6006853025773	4	virus_2
tumor_num	vvDD_3	198.03635489148448	0	virus_3
tumor_num	vvDD_3	485.5505127993499	1	virus_3
tumor_num	vvDD_3	521.0065684936792	2	virus_3
tumor_num	vvDD_3	348.79221248666715	3	virus_3
tumor_num	vvDD_3	224.38243106318626	4	virus_3
tumor_num	vvDD_4	501.32771719434317	0	virus_4
tumor_num	vvDD_4	890.4814244346633	1	virus_4
tumor_num	vvDD_4	732.7128801403255	2	virus_4
tumor_num	vvDD_4	435.8262495764218	3	virus_4
tumor_num	vvDD_4	266.4042748970078	4	virus_4
tumor_num	vvDD_5	714.971593356841	0	virus_5
tumor_num	vvDD_5	1063.5370355710932	1	virus_5
tumor_num	vvDD_5	795.80640469497	2	virus_5
tumor_num	vvDD_5	458.1311255406502	3	virus_5
tumor_num	vvDD_5	276.5079994286401	4	virus_5
tumor_num	vvDD_6	855.2169058814992	0	virus_6
tumor_num	vvDD_6	1149.500376575116	1	virus_6
tumor_num	vvDD_6	823.0795807548609	2	virus_6
tumor_num	vvDD_6	467.3346925002291	3	virus_6
tumor_num	vvDD_6	280.60325047783573	4	virus_6
tumor_num	vvDD_7	855.2169058814992	0	virus_7
tumor_num	vvDD_7	1149.500376575116	1	virus_7
tumor_num	vvDD_7	823.0795807548609	2	virus_7
tumor_num	vvDD_7	467.3346925002291	3	virus_7
tumor_num	vvDD_7	280.60325047783573	4	virus_7
tumor_num	vvDD_8	855.2169058814992	0	virus_8
tumor_num	vvDD_8	1149.500376575116	1	virus_8
tumor_num	vvDD_8	823.0795807548609	2	virus_8
tumor_num	vvDD_8	467.3346925002291	3	virus_8
tumor_num	vvDD_8	280.60325047783573	4	virus_8
tumor_num	vvDD_9	855.2169058814992	0	virus_9
tumor_num	vvDD_9	1149.500376575116	1	virus_9
tumor_num	vvDD_9	823.0795807548609	2	virus_9
tumor_num	vvDD_9	467.3346925002291	3	virus_9
tumor_num	vvDD_9	280.60325047783573	4	virus_9
